video_id,instance_id,query
9zmCP8S2OeI,0,the bird on the left is eating
9zmCP8S2OeI,1,Bird is standing on the beach
A--SWqf9Z6k,0,a man is crawling
A0qjudKex9I,0,an orange ball is flying on the air
A0qjudKex9I,1,the person is throwing the basketball
A4dDAh17Czg,0,the car is crashing
A6I3JI4vJv0,0,Orange ping pong ball is jumping
A80LGSY5Eok,0,man rolling on the floor
AC6qbElCSrA,0,black bird walking on the floor
ACG_c-NGIQQ,0,man in a hat walking with a woman
ACG_c-NGIQQ,1,Woman in white shirt walking in the forrest
ACY1RG3tR8E,0,man crawling in the mud
AEKPxAXWFc4,0,a baby is climbing up the stairs
AEdhfVThDPE,0,a dark cat is running in the snow
AGiNjsXN9Nc,0,Brown dog running out from the cat
AGiNjsXN9Nc,1,cat walking to the dog
AGiNjsXN9Nc,2,black car standing on the street
AGiNjsXN9Nc,3,a man is standing on the right side
AGmJ4qUSKQU,0,boy eating pizza on left
AGmJ4qUSKQU,1,a boy on the right is eating a slice of pizza
AHPYJgnJ_FI,0,the person with big hair is walking
AHPYJgnJ_FI,1,the man in a blue shirt is watching a runway show
AJCfBDs61qw,0,a dog is jumping up and down
AK9WNoJ13MU,0,a man with red shirt is standing near the car
AK9WNoJ13MU,1,Blue pickup truck dancing on the road
AK9WNoJ13MU,2,man in white top and white hat standing on the left back
AK9WNoJ13MU,3,man in the white shirt is standing on the left
AK9WNoJ13MU,4,man in black top and white shorts standing on the far left
AK9WNoJ13MU,5,man in white shirt standing on the side of the car
AK9WNoJ13MU,6,a man in white shirt in the middle is watching the performance
AK9WNoJ13MU,7,a man is standing and watching in the middle
AMRIatLZjz8,0,a car is rolling
AMRIatLZjz8,1,man in dark shirt and blue jeans standing on the top
AMRIatLZjz8,10,the man from the left is watching
AMRIatLZjz8,11,man in blue shirt standing on the rock
AMRIatLZjz8,12,Guy in all blue standing on the rock
AMRIatLZjz8,13,guy in brown hoodie standing on the hill
AMRIatLZjz8,14,man in gray shirt standing on the top right
AMRIatLZjz8,15,a man in black jacket is standing on the right
AMRIatLZjz8,2,a man in dark shirt on the right side is watching the car
AMRIatLZjz8,3,a guy with blue shirt is watching a car rolling outside
AMRIatLZjz8,4,a man in white shirt and a white hat in the middle of behind
AMRIatLZjz8,5,a person in dark on the right is watching the car
AMRIatLZjz8,6,Man in white coat standing on the back 
AMRIatLZjz8,7,man in white vest and blue jeans standing on the top right
AMRIatLZjz8,8,Person standing in white shirt standing in the right corner
AMRIatLZjz8,9,Guy in gray shirt and black cap standing on the rock
AOTP-lFLp3Q,0,bird drinking milk
ARSss_Z21uM,0,the cat is eating
ASwQSR-YkvQ,0,The dog running through different obstacles
ASwQSR-YkvQ,1,a person is running 
AVUf4AUcR5w,0,black dog jumping
AVUf4AUcR5w,1,Girl with black pants running
A_BnvBS69Lk,0,a baby is standing
A_BnvBS69Lk,1,Woman is standing on the left
Aa9QJ-P7wW0,0,parrot rolling
AanfLcofQnI,0,a black and white dog is eating food
Ac_ZSzPiIbI,0,Dog is running on snow
AeTBGMYZj5I,0,a white and black dog is running around
AeTBGMYZj5I,1,a girl in red shirt is playing walking and playing
AeTXzMqUzsI,0,boy bared upper body running with a cat
AeTXzMqUzsI,1,the cat is jumping over obstacles
AfGRTjEQ-4c,0,a cat is running and climbing from a wall
AfIERwhFWkY,0,fat white cat is rolling on the floor
AgM_E621jsw,0,the person is holding a ball on a stick
AgM_E621jsw,1,a dog in jumping up and down
Ah93KsfQdaU,0,Car is rolling several times
AiW8YVpibkA,0,dog rolling on the floor
AijQ01lsWBc,0,woman in green dress is walking on the street
AijQ01lsWBc,1,man with a purple backpack walking on the right
AjVY_GYtqNE,0,a black and white dog is walking
AnctUX5FTsg,0,man in white shirt and black pants rolling 
AnctUX5FTsg,1,a white car in the back is parked
Ane2J6wdcIM,0,black cat climbing the curtains
Aol8inp7OaU,0,white cat running
Aol8inp7OaU,1,a white cat is running toward the camera
ApLJ8Jiu1zI,0,a bird is jumping up and down
ArqtEj_FD9Y,0,dog jumping over the bench
AsbYFPRbHHQ,0,a car is jumping over a ramp and rolling
AtY35OB7ZQs,0,baby walking in the middle
AtY35OB7ZQs,1,woman walking on the right
AtpB-SsGzIE,0,a black dog is walking on the sand
AtpB-SsGzIE,1,woman in white shirt walking on the beach
AtpB-SsGzIE,2,person in black suit and white hat walking on the beach
AtwaV5uiPnw,0,Boy in the red shirt dribbling a ball
AtwaV5uiPnw,1,guy in black standing
AtwaV5uiPnw,2,Boy in blue shirt is dribbling the ball
AtwaV5uiPnw,3,an orange ball is jumping up and down
AtwaV5uiPnw,4,an orange ball on the right is jumping up and down
AueB3E-Li5c,0,man crawling on the grass
AxOz2Tyk0nQ,0,a baby is crawling
AxhzYIeCXl4,0,a dog is walking
Az4ADc7fpwk,0,a dog is running and jumping
Az4ADc7fpwk,1,Girl holding a pink hoop
AztMqE3Vc3I,0,a ball is flying on the air
AztMqE3Vc3I,1,man throwing a basketball into the basket
B0E4XJQQDlE,0,a man on the right with blue jeans is standing
B0E4XJQQDlE,1,a man in black and white hat is walking
B0E4XJQQDlE,2,man in black shorts walking with a boy
B3DFidat2Eg,0,a baby is climbing up a seat
B4EWcjGNslU,0,a white and black dog is walking
B4Yl0Iqhi_E,0,Parrot is climbing a cage
B8sNJRDRBrg,0,woman crouching next to a man
B8sNJRDRBrg,1,man rolling on the mat
BA5w-dOnUq8,0,bird jumping on the tree
BABHGN_q51g,0,Baby crawling on the blue cover
BBj_KhnELeE,0,Woman walking on gray ground in the park
BC3DN83NMBc,0,Girl is crawling towards the camera
BCm-o2w9mfY,0,cat jumping
BENSZcZ1Ybg,0,Man is walking with the dog
BENSZcZ1Ybg,1,body in black white fur walking
BEjdBuLw4Uw,0,man crawling on the floor
BEjdBuLw4Uw,1,Man in white kimono and black bell is standing 
BFhetavSVmU,0,Man is throwing a ball on the basketball court
BFhetavSVmU,1,basketball jumping up and down
BHieUJC10ug,0,a red car is moving
BHieUJC10ug,1,a black man is standing
BIdFJmWEB6E,0,a boy in white tshirt is throwing a ball
BIdFJmWEB6E,1,Orange ball is jumping on the court
BKAKw-0I66U,0,woman in black running on the track
BKAKw-0I66U,1,man in black walking on the left
BKAKw-0I66U,2,guy in white shirt running
BKpp8ZRXixk,0,Black car is falling down from the hill
BKpp8ZRXixk,1,man sitting on a blue truck
BLp7ClNkECY,0,Kitten is walking towards the camera
BLp7ClNkECY,1,the first black cat is jumping to catch a toy
BN7wNvZKvEg,0,a man with yellow shirt is eating
BNmuESQH3sA,0,a bird is rolling on the floor
BNxS_BwztDc,0,a cat is rotating in a circle
BO-qWTA5PMs,0,baby girl is walking on the wooden parquet
BO-qWTA5PMs,1,Woman standing on the wooden parquet
BO46O56gEfk,0,a cat is eating something
BP-wqhM2kSw,0,the shirtless man is running
BPlu-MdaFz8,0,bird jumping in the cage
BR2Vxs7cRlM,0,brown dog is eating from the bowl
BR2Vxs7cRlM,1,a black cat is eating food on the left
BSSH9ly3dBM,0,man walking on the beach with a woman
BSSH9ly3dBM,1,a woman walks with her lover on the beach
BSoietOaKSA,0,white dog running in the room
BTx2RXPPLug,0,a cute brown dog is rolling on the floor
BVCdnKR4e0g,0,a green car is moving on the right
BVCdnKR4e0g,1,white and blue racing car running in the front
BVCdnKR4e0g,2,the third ranked car is moving
BVCdnKR4e0g,3,last car is moving
BVCdnKR4e0g,4,Black car following the four leading cars
BVZ90KGQV1o,0,the man in white is watching a soccer game
BVZ90KGQV1o,1,white football is kicking by two people
BVZ90KGQV1o,2,boy in blue shirt is chasing a ball
BVZ90KGQV1o,3,a boy in red cover is giving a pass
BYpfCx3Dfbw,0,the car is hopping up and down on hydraulics
BYpfCx3Dfbw,1,Guy in white shirt standing behind the car
BYpfCx3Dfbw,2,Guy holding height measurer from the right side 
Bb8rfUq_PgI,0,Dog on a leash eating something from the bowl
Bb_V5RNAFTM,0,woman in purple dress walking with a man
Bb_V5RNAFTM,1,a man in orange shirt is walking
Bb_V5RNAFTM,2,white car standing on the grass
BcTgabIixTY,0,a white brown dog is following a cat
BcTgabIixTY,1,cat walking with a dog
BdDZs6Of0-k,0,Fluffy cat rolling on the wooden floor
BdUTXp7Tn-0,0,the bird is playing
BeFwFCnn7bU,0,cat jumping in the air
BeFwFCnn7bU,1,brown cat is sitting on the floor
BgTfxW1YPrI,0,Pink bowling ball rolling in the right channel
BgevK-2WUf4,0,dog jumping 
BgevK-2WUf4,1,dog sitting on the couch
BgevK-2WUf4,2,Man representing the circle for the dog jump
Bgv6fhGJacQ,0,cat running in the wheel
BhNE7bt5t8g,0,a green car is being pulled by
BhNE7bt5t8g,1,man in black shirt walking behind the green car
BhNE7bt5t8g,2,a man in black pant on the right is holding a rope
BhNE7bt5t8g,3,Guy in gray shirt holding the wire
BhNE7bt5t8g,4,a violet car is parked on the middle
BjASqfYtvYQ,0,a man in red shirt is jumping
BkQxmOpSiRE,0,man playing bowling
BkQxmOpSiRE,1,bowling ball rolling on the track
Bl3Ue3B-aUA,0,the kitten is wandering around the bedroom
Bl98n26CUsw,0,parrot rolling on the table
BlWjLEph-iY,0,a white car is rolling outside on the road 
BmjG4wGLtak,0,a cat is rolling on the ground
BnDSizOj9Hk,0,dog walking with a woman in black
BnDSizOj9Hk,1,woman in black dress walking with a dog
BokEcFgL-Kc,0,cat climbing the curtains
BpypmAST2OM,0,Man is climbing the rock
BrSxxfBVW3w,0,baby in green walking on the right
BrSxxfBVW3w,1,a baby in green is sitting in the middle of mattress
BrSxxfBVW3w,2,man in blue shirt standing behind the stage
BrSxxfBVW3w,3,Guy in the white shirt standing on the right
BrfnYPyEcTw,0,man crawling on the green floor
BtdZRnkUqu0,0,a black cat is rolling outside for fun
BvAzdbfFJeQ,0,Big duck is leading baby ducks
BvAzdbfFJeQ,1,Raven is walking on the road near the duck
BvIuUABZkiI,0,bird walking
BvYI0wNkxdg,0,white cat rolling on the floor
By1JQFxfLMM,0,Guy in the red suit running on the left
By1JQFxfLMM,1,Man in black tracksuit is running on the left
By1JQFxfLMM,2,man in yellow shirt running on the third track from the left
By1JQFxfLMM,3,the person in black in the middle is sprinting
By1JQFxfLMM,4,the fourth man from the right in yellow shirt is running
By1JQFxfLMM,5,Man on the 3rd track running
By1JQFxfLMM,6,Man on the second track from right running
By1JQFxfLMM,7,man in white t shirt and black short pants running on the right most track
Bz0MkzMoG2o,0,a man in green shirt is shooting a ball
Bz0MkzMoG2o,1,ball is flying to the net
BzCk187jy5s,0,dog jumping out
C-gF8-2kXNA,0,cat eating
C-yE31mt96M,0,a red ball is moving in a bowling floor
C08RAUZYWVw,0,man in red shirt standing in the middle
C08RAUZYWVw,1,man in black jumping up and down
C08RAUZYWVw,2,dark colored car on the left
C08RAUZYWVw,3,silver car parking on the far right
C3ev5cse-Po,0,a bird is jumping
C4koiqZ-cS0,0,Cat is sitting on the wall
C4koiqZ-cS0,1,the small cat is jumping
C4sDhNPlhkQ,0,a white dog is trying to catch a cat
C5oN4Pc9Gw4,0,bird flying in the sky
C6uqbNUGL54,0,Black dog is pulling a bike
C6uqbNUGL54,1,man running on a bike
C746tH8C-Ng,0,a baby is rolling
CA9xYm7fjwU,0,a man in white shirt is throwing a ball
CA9xYm7fjwU,1,an orange ball is jumping up and down
CAYdFBPE0Zo,0,a person in black clothes is running
CAYdFBPE0Zo,1,person in white shirt on the right standing
CAYdFBPE0Zo,2,first woman from the left standing beside the running track
CAYdFBPE0Zo,3,guy in red shirt standing near the track
CChySVVhUpo,0,Bird is jumping near the window
CDMN1aQ6I6c,0,a man in suit is walking toward the camera
CDMN1aQ6I6c,1,Woman in red is going on the right
CECZrovNoLM,0,black cat is jumping from the roof to the tree
CHh1swq_BOs,0,a duck in the middle is eating food
CHh1swq_BOs,1,the goose is pecking for food in the grass
CHh1swq_BOs,2,duck walking on left
CI1AEV0OGnE,0,bird walking
CIKdg6TAUIM,0,gray dog running
CIKdg6TAUIM,1,a white dog is running
CIKdg6TAUIM,2,brown dog running in the back
CIKdg6TAUIM,3,a woman is standing
CIdE8jCaNVs,0,a car is jumping up and down
CIdE8jCaNVs,1,white pickup car in the back
CJsbUFtnENs,0,a car is jumping up and down
CJz_kIT-osA,0,baby walking towards a man
CJz_kIT-osA,1,Guy is sitting on the left
CQDlHW3ghn4,0,kid crouching on the floor
CRQGB82HNpU,0,bird climbing
CRUQx3xODkc,0,car jumping up and down
CRUQx3xODkc,1,bald guy in black sweater and blue denim jeans standing near the car
CRUQx3xODkc,2,Guy in black shirt light blue jeans standing behind the car
CRUQx3xODkc,3,man in white shirt standing behind the car
CTAKpizCcx4,0,a person with blue jacket on the left is throwing something
CTAKpizCcx4,1,dog jumping into the water
CUtj396QvDM,0,a brown cat is eating food
CXWBda7MxGk,0,Dog eating watermelon on the left
CXWBda7MxGk,1,dog eating watermelon in the middle
CXWBda7MxGk,2,a dog on the right is eating a watermelon
CYGLRday_pg,0,Woman in black shirt and shorts standing near the pool
CYGLRday_pg,1,a dog is jumping into the water
CYOLQC5_i_I,0,Baby in red tshirt crawling on the ground
CZZHskN6lSY,0,a black car in the middle is moving
C_8A3upiarU,0,the baby in blue clothes is crawling
C_8A3upiarU,1,a baby is pink hoodie is sitting and watching
C_8A3upiarU,2,a person standing on the left
Ca1xCLzjKZE,0,a black and white ball is flying
Ca1xCLzjKZE,1,a white ball besides the another is just standing nearby its ball friend that is being shooted by
Ca1xCLzjKZE,2,Guy shooting the ball on target
CaTJTeTNPng,0,a top naked man is jumping on top of a barrel
CaWTbs0aMA8,0,Girl in green shirt is chasing a girl with the ball
CaWTbs0aMA8,1,White black ball rolling on the grass
CaWTbs0aMA8,2,a blue player is running and playing
CaWTbs0aMA8,3,someone is waiting for the ball nearby the goal
CafUyeQrl0g,0,woman in yellow shirt is running with the dog
CafUyeQrl0g,1,Furry black dog walking during dog show
Cc2v4AiorQU,0,a yellow dog is poking a ball
CcFVOzQ1Oqc,0,white ball bouncing up and down
CcgUaA5iwJM,0,a cat is rolling on a table
CcgopP4bOfE,0,baby walking in the room
CcgopP4bOfE,1,a woman is sitting on the back with a light on her hand
CdY2cZV4-kA,0,a red car is jumping up a ramp
CdY2cZV4-kA,1,a car is moving toward camera and jumping
CdY2cZV4-kA,2,blue truck parking on the right
CftTxNLrX7M,0,player in blue shirt running to the basket
CftTxNLrX7M,1,Orange ball flying to the basket
CftTxNLrX7M,2,player in blue shirt shooting a basketball
CgINUHu1zCs,0,a baby is crawling on the floor
CiEpc6gCj9g,0,cat walking on the treadmill
CiJ1Dt_0SRs,0,dog rolling in the mud
Cj74F9UA6fU,0,the cat is walking
CkX8XHQut-E,0,a white car is moving
CkX8XHQut-E,1,black car parking on the right
CkX8XHQut-E,2,white car parking on the top right
CkX8XHQut-E,3,a white car is parked on the right side
CkX8XHQut-E,4,dark colored car on the right
ClPTCG-7atw,0,a yellow bird is biting 
ClqDdW6P9Ho,0,Woman climbing vertical rock
CmOTlqhp_4s,0,man walking with dogs on the beach
CmOTlqhp_4s,1,the left dog is walking
CmOTlqhp_4s,2,a dog is leading another dog with its owner
CmY1DHiHEjs,0,left woman climbing
CmY1DHiHEjs,1,a person on the right is climbing up
CnbtLOfO4LM,0,Gray cat eating a burger
CoNRzpl3b-A,0,cat eating something
CoeVJTDNzNE,0,dog is eating a bone
CprtLxsO_OU,0,man in white shirt running on the track
CprtLxsO_OU,1,man in white top and black shorts standing
CprtLxsO_OU,2,woman in white top and black pants standing on the left
CqA1uFwI6gU,0,baby in yellow climbing black stairs
CqNITUm3WA8,0,car rolling over on the road
CsC4hMRlFIA,0,Parrot climbing a tube
CtJJeOcZZ5M,0,the fluffy white dog is running on a dirt road
CvsAywvEwZ8,0,the bird is walking on the ceiling
CwSUSVxoqbs,0,yellow bird flying
CwSUSVxoqbs,1,the blue bird is walking on the railing
CwSUSVxoqbs,2,green bird walking on the curtain rod
CwSUSVxoqbs,3,white parrot climbing on the curtains
CyQpFOr4SYM,0,a brown car is jumping up and down in the street
CyQpFOr4SYM,1,a man in dark on the left is standing
CyQpFOr4SYM,2,the person in black in the background is watching a car
CzjAyW44peE,0,parrot rolling on the bed
CzjAyW44peE,1,person lying on the bed
D1VWmfv2fGM,0,the car is driving down a suburban street with hydraulics making it hop up and down
D1VWmfv2fGM,1,truck parking by the road
D2ncXzbXhz8,0,Blue car is dancing on the road
D2ncXzbXhz8,1,Guy in blue standing near the car
D4duIsM9ucA,0,gray dog walking on the left
D4duIsM9ucA,1,man in red top walking with a dog
D4qLMRqICeA,0,dog crawling on the floor
D4qLMRqICeA,1,a woman in white pant is walking
D5JFd1Y1RiA,0,the basketball is thrown
D5JFd1Y1RiA,1,man shooting a basketball
D6ZVqo3mHsw,0,baby in white dress climbing on to a sofa
D6bFG54eGKA,0,car rolling over
D76kY5QiIM4,0,a car is jumping up and down
D7Ti3aKB-Ak,0,Yellow bird climbing the arm of the couch
D8FmbP3CRQE,0,Bird with red topknot walking on the ground
D9Ko7U1pLlg,0,Baby is crawling on the floor
DAiZSTXz6Jw,0,dog running on the left
DAiZSTXz6Jw,1,dog running on the right
DCvnnSZCeCY,0,Gray cat is running towards a toy
DDZwyT7iuUY,0,cat jumping onto the door
DEvM7I34_PM,0,bird walking in the middle
DEvM7I34_PM,1,the second from the right bird is walking
DEvM7I34_PM,2,bird on the right walking
DEvM7I34_PM,3,the first bird from right is walking
DG1Lh5jGHsc,0,a girl is eating spaghetti 
DGXZvChldOE,0,baby climbing stairs
DH4GwWwVaoI,0,man in black shirt eating
DHJnTvqrA0M,0,baby in pink climbing the stairs
DHO3VvTP7QQ,0,a man in white tshirt is running
DHUISVzfZkk,0,Cat is rolling on the floor
DIv-s5hGw_s,0,person in orange climbing rock
DJEsb08_oWY,0,a black dog is running
DKth8eyu91U,0,black cat eating 
DLjnKcX8gvo,0,the gray and white cat is running away
DLjnKcX8gvo,1,cat with gray fur chasing another cat
DOQBeXkdfcw,0,Woman is staple running on the athletic track
DPDp-tKx00c,0,woman in black walking in the back
DPDp-tKx00c,1,The woman in pink shirt and black pants walking to the left
DPDp-tKx00c,2,woman jumping on the trampoline
DPDp-tKx00c,3,man in gray jacket standing on the left
DPF2qOq2YxI,0,man crawling on the grass
DPF2qOq2YxI,1,man in uniform standing on the top left
DPF2qOq2YxI,2,man in green crawling on the grass
DPHyvWGuf9g,0,Cat is falling from a treadmill
DPHyvWGuf9g,1,Cats in the front walking on a treadmill
DRUAiHWWLRQ,0,football in the back
DRUAiHWWLRQ,1,man standing on the left
DRUAiHWWLRQ,2,man with white t shirt and black short pants throwing a football
DRUAiHWWLRQ,3,The ball is passed to the guy in front of the net
DUY0k4oTmgk,0,Guy in blue shorts standing near the net
DUY0k4oTmgk,1,Man in gray shorts jumping over teh guy in black shorts
DUY0k4oTmgk,2,woman in yellow top standing on the left
DUY0k4oTmgk,3,Man in the black shorts standing near the net
DUY0k4oTmgk,4,girl standing on the right side of the volleyball net
DUY0k4oTmgk,5,man in yellow shorts standing near the net
DUn4b2VhFJI,0,the cat is climbing up
DVIR8-jalW4,0,a black dog is running
DVPjonpiFEo,0,dog running
DVQo9PmELdg,0,dog jumping over the bar
DVQo9PmELdg,1,man running on the left
DVeTVjTJum0,0,man in red shirt eating
DW2GT9cexFI,0,basketball flying into the basket
DW2GT9cexFI,1,player in black shirt shooting a basketball on the right
DW2GT9cexFI,2,Guy in black shirt is passing a ball
DWVM-m9veLo,0, baby is walking
DXJtvHVWmL4,0,a baby in pink cloth is climbing up a fence
DXVawT9i3wA,0, green parrot is rolling
DYAQoOxuskg,0,man dribbling a basketball
DYAQoOxuskg,1,ball bounding up and down
DYYce-c5QlA,0,a man is rolling on the floor
DZZ1fHU9sec,0,white cat is eating from carton box
D_8zJlAKRFQ,0,the yellow car is crashing
Daesvdea9VE,0,car flying over the ground
DayHrhoSJZc,0,dog walking next to person
DayHrhoSJZc,1,Guy walking with the dog in the training room
DbOR_AtnsYI,0,dog jumping in the snow
DbOR_AtnsYI,1,the man on the left is throwing a snow ball
Dbo3eoNN5tc,0,bird standing in the center
Dbo3eoNN5tc,1,black and white bird walking
Dc8iHnC0G6I,0,Parrot is jumping from one finger to another
Dcq1t71dhCI,0,bird eating something
Dex8E7qAN0s,0,man in blue rolling on the floor
DfLQmvp7-rY,0,yellow car rolling over the track
Dg5iCHrBYTk,0,black and white bird pecking
DhqjBH3BPdU,0,gray and blue bird rolling
Di7G4nbpyDg,0,The guy in white shirt juggling a ball
Di7G4nbpyDg,1,the ball is being dribbled by the man
Di7G4nbpyDg,2,Guy in black sports suit standing on the grass
DjLf4yPVAfo,0,Gray dog on the right is eating from common bowl
DjLf4yPVAfo,1,gray puppy eating in the middle
DjLf4yPVAfo,2,man walking through the cage
DjLf4yPVAfo,3,second baby dog on the left eating
DjLf4yPVAfo,4,leftmost dog walking in the cage
DjLf4yPVAfo,5,Gray puppy in the middle eating from the common bowl
DjS59s_ZZ4E,0,white car jumping up and down
DkkKlhBm2ko,0,the baby is crawling
DmH_YHKCfcc,0,Girl in white jacket and black pant running on the athletic track
DpGTmxvRYpk,0,basketball flying into the basket
DpGTmxvRYpk,1,man shooting a basketball
DqFpx3mE9fQ,0,a black craw is following its friend
DqFpx3mE9fQ,1,Black raven standing on the ground
DqTJ1_C1tYc,0,a person in white jersey is jumping up
DrK2A4zVqs0,0,Guy is rolling inside the house
DsOKLpfGIzY,0,a speed dog walking on grass
Dt2H77DEoXs,0,a car on the left is crashing in a race
DuEXIGWnuK8,0,black and white dog rolling on the meadow
DuEXIGWnuK8,1,the person is watching a dog
DuEXIGWnuK8,2,small white dog walking on the right
Dup15rVd2eU,0,Black ball is jumping on the road
Dup15rVd2eU,1,Man on the right watching at the ball
Dup15rVd2eU,2,the pickup truck is parked not doing anything
Dup15rVd2eU,3,a white car is parked on the right
Dup15rVd2eU,4,the most right car in parked
DwRoVY8qmxY,0,Cat is catching a ribbon
DwRoVY8qmxY,1,man playing with a cat
DxKogppTYio,0,blue racing car running on the road
DxrkBmYhTro,0,boy in purple shirt dribbling a basketball 
DxrkBmYhTro,1,the person in the black shirt is standing
DxrkBmYhTro,2,ball bouncing up and down
DxuELS_zHm4,0,a dog is crawling
DxuELS_zHm4,1,baby crawling next to a dog
Dy9Amm6SioY,0,Fuzzy dog is eating from the bowl
Dz9IiWP-cyQ,0,parrot jumping on the table
E-sInEJNZTA,0,a soldier is crawling
E1NY2OH2UhE,0,man rolling over the mat
E1jncMN1kFg,0,a baby is climbing up the stairs
E4aSYSIcNi4,0,a dog is crawling
E6vE_32jjOY,0,Black cat quickly climbing the tree
E7x3-DlU0v8,0,black dog rolling 
E7x3-DlU0v8,1,the person is telling the dog to roll over
E8rU-bLYM7Y,0,a bird is drinking water
E8zMBi2saJ8,0,car running on the road
EB1Qj5nAFQo,0,a baby is rolling
EBX6NhE-3vs,0,a bird is jumping up and down
EBrCNHPe-9c,0,cat jumping down to the couch
ECBhEQSdOcI,0,a white car is jumping up and down
ECBhEQSdOcI,1,the SUV is parked
ECptHtHDMQA,0,man running at first
ECptHtHDMQA,1,forth runner from left running
ECptHtHDMQA,2,Guy in blue shirt and with white bandana running on the athletic track
ECptHtHDMQA,3,man in black t shirt and white short pants running at the end
ECptHtHDMQA,4,second man from right running
ECptHtHDMQA,5,the top man is running
EDsjsHyoXMk,0,a green car is jumping up and down
EDsjsHyoXMk,1,man in all black standing behind the car
EDsjsHyoXMk,2,a man in black is standing on the right
EDsjsHyoXMk,3,man in white shirt sitting on his knees
EF8BpKGPF0w,0,man throwing a bowling ball
EF8BpKGPF0w,1,bowling ball rolling on the track
EFMGJ5LfCZU,0,dog crouching on the sand
EFgXIYywcU4,0,a cat is climbing up the ladder
EGDW7n2aQnU,0,white cat is eating a fish
EGNDIxcjMO0,0,a cat is running in a house
EGv45MzlFPw,0,man is holding a baby
EGv45MzlFPw,1,baby walking in front of a man
EHV4b6Y_Kl4,0,a green bird is jumping
EIPtOk_ed8w,0,a brown and black dog is crawling on the grass
EKcluHlg27M,0,Guy in red green shirt walking in the middle of green field
EKcluHlg27M,1,Guy in yellow shirt running in the middle of the field
EKcluHlg27M,2,the soccer ball is being kicked about in a game of soccer
ELEb2IoCMec,0,Fuzzy dog is walking on the grass with a leash
ELEb2IoCMec,1,woman in black pants walking with a dog
ELEb2IoCMec,2,a woman with blue skirt standing 
EMzB4OI5Rfo,0,car jumping up and down
EMzB4OI5Rfo,1,man in white top and black shorts standing behind the car
EMzB4OI5Rfo,2,a person in dark on the right is standing
EO-piHC5CoA,0,a big red ball is moving
EO-piHC5CoA,1,brown dog walking away from the ball
EO-piHC5CoA,2,man pushing the ball forward
EOIsJE8wzTw,0,baby walking 
EOIsJE8wzTw,1,a parent with green pant is training a child 
EOLlB-5pGno,0,baby climbing over the fence
EPsBI4R2wwI,0,a baby is walking
EQ6Occ_JppU,0,man standing in the back
EQ6Occ_JppU,1,the man on the ground is doing some kind of crawling exercise
EQ6Occ_JppU,2,Gray fitness ball laying in the corner
ES34wG2zOHI,0,Ball is falling down
ESM3495FiZM,0,a white cat is walking in a treadmill
ETCzg_toTeU,0,baby climbing stairs
ETCzg_toTeU,1,a man is climbing up the stairs
EUEZkwJulBY,0,parrot standing on the hand
EV_P0bagmxk,0,black dog is rolling on the grass
EV_P0bagmxk,1,a man is sitting and playing with the dog
EXPOfStElLA,0,a man with white shirt is sitting and throwing a ball
EXPOfStElLA,1,man in white top and black hat sitting on a chair
EXPOfStElLA,2,a basketball is passing above a set of guys
EXXZZcy4xYo,0,White cat eating from the black cup
EXXZZcy4xYo,1,Brownish cat walking towards the camera
EZ5e_m-TYk8,0,dog is chasing a violet ball
EZ5e_m-TYk8,1,a blue ball is moving
EZA506VkA_0,0,blue car rolling over the road
EadxBPmQvtg,0,boy in the front left passing football
EadxBPmQvtg,1,a man in black is standing on the left side
EadxBPmQvtg,10,boy with number 19 playing football
EadxBPmQvtg,11,a small ball on the left
EadxBPmQvtg,2,Small boy near yellow line kicking the ball
EadxBPmQvtg,3,boy in blue passing football in the back
EadxBPmQvtg,4,boy with number 3 playing football
EadxBPmQvtg,5,boy playing football on the top left
EadxBPmQvtg,6,boy in blue shirt passing a football in the far left
EadxBPmQvtg,7,ball passed far on the left
EadxBPmQvtg,8,a white ball is rolling on top
EadxBPmQvtg,9,boy in blue shirt passing football in the far back
EcaXVl4ThQ8,0,a dog is trying to catch a ball
EcaXVl4ThQ8,1,Orange ball is jumping on the grass
EdgtwnlExrw,0,a yellow car is doing a trick on a road
Eg6obDE4juY,0,parrot climbing the curtains
EhDtl8Ed-pI,0,Little girl dribbling two balls
EhDtl8Ed-pI,1,a white and orange ball is jumping up and down
EhDtl8Ed-pI,2,The ball is dribbled by a girl
EhRuG0D-WsU,0,yellow cat at the bottom walking
EhRuG0D-WsU,1,the cat is sitting
EiWDjmF4apE,0,the bird is pecking in the ground
EiWDjmF4apE,1,the bird on the right is standing
Ejr9KBQzQPM,0,a man is eating a sandwich
ElzfFwC7aK4,0,Dog running on the grass
ErKsKivJ8Ww,0,guy climbing on the blue wall
Es4mgwvvAy8,0,a cat is eating
EtYJtvJH7cM,0,parrot climbing a small ladder
EtbKgW4b3K8,0,stork is standing in the long grass
EvoagbjUArQ,0,kid throwing a ball 
EvoagbjUArQ,1,a violet ball is flying on the air
Ex7rY4JKsVo,0,ball running with a boy in yellow on the right
Ex7rY4JKsVo,1,man in red top and black shorts walking in the back
Ex7rY4JKsVo,2,child by the wall kicking a football
Ex7rY4JKsVo,3,a player in yellow is moving from bottom to top
Ex7rY4JKsVo,4,boy with number 5 standing at the bottom
Ex7rY4JKsVo,5,a basketball player is waiting in the line 
EySl6bC6E4E,0,The model in leopard dress walking on the podium 
EySl6bC6E4E,1,woman in black dress sitting in the front left
